review_id,term_actual,term_predicted,opinion_actual,opinion_predicted,aspect_actual,aspect_predicted,sentiment_actual,sentiment_predicted,review_len
42,pizza,NA,soggy,NA,FOOD#QUALITY,NA,negative,NA,163
42,NULL,NULL,pleasant,not good,AMBIENCE#GENERAL,FOOD#QUALITY,negative,negative,163
42,restaurant,NA,smoking,NA,AMBIENCE#GENERAL,NA,negative,NA,163
42,NA,drinks,NA,good,NA,FOOD#QUALITY,NA,negative,163
42,NA,Pizza,NA,not good,NA,FOOD#QUALITY,NA,negative,163
42,NA,NULL,NA,not good,NA,FOOD#QUALITY,NA,negative,163
43,food,food,Amazing,Amazing,FOOD#QUALITY,FOOD#QUALITY,positive,positive,20
43,portions,portions,Big,big,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,20
43,Teh Tarik,Teh Tarik,not oversweetened,not oversweetened,DRINKS#QUALITY,FOOD#QUALITY,positive,positive,20
43,wait staff,wait staff,best,best,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,20
43,NA,Tandori chicken,NA,big,NA,FOOD#QUALITY,NA,positive,20
44,steak,steak,delicious,delicious,FOOD#QUALITY,FOOD#QUALITY,positive,positive,33
44,steak,NA,cook perfectly,NA,FOOD#QUALITY,NA,positive,NA,33
44,sides,sides,excellent,cook perfectly,FOOD#QUALITY,AMBIENCE#GENERAL,positive,positive,33
44,sides,NA,good range,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,33
44,NULL,NULL,satisfy,excellent,RESTAURANT#GENERAL,SERVICE#GENERAL,positive,positive,33
44,NULL,NA,kind mind set,NA,SERVICE#GENERAL,NA,positive,NA,33
45,food,food,yummy,yummy,FOOD#QUALITY,FOOD#QUALITY,positive,positive,19
45,ambiance,ambiance,lovely,lovely,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,19
45,tapas,tapas,variety,popular,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,19
45,service,service,great,great,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,19
46,collection of beers,NA,biggest,NA,DRINKS#STYLE_OPTIONS,NA,positive,NA,69
46,collection of beers,NA,huge,NA,DRINKS#STYLE_OPTIONS,NA,positive,NA,69
46,collection of beers,NA,huge,NA,DRINKS#QUALITY,NA,positive,NA,69
46,collection of beers,NA,biggest,NA,DRINKS#QUALITY,NA,positive,NA,69
46,NULL,NULL,reasonably priced,nice place to unwind,PRICES#GENERAL,AMBIENCE#GENERAL,positive,positive,69
46,place,NA,Nice,NA,AMBIENCE#GENERAL,NA,positive,NA,69
46,place,NA,unwind,NA,AMBIENCE#GENERAL,NA,positive,NA,69
46,NULL,NA,Must visit,NA,RESTAURANT#GENERAL,NA,positive,NA,69
46,NA,tap beer,NA,big,NA,FOOD#QUALITY,NA,positive,69
46,NA,can / bottle,NA,reasonable priced,NA,FOOD#QUALITY,NA,positive,69
47,ambience,ambience,pleasant,wooed,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,65
47,food,food,tastes good,reasonable,FOOD#QUALITY,FOOD#QUALITY,positive,positive,65
47,food,NA,reasonable,NA,FOOD#PRICES,NA,positive,NA,65
47,drinks,drinks,reasonable,reasonable,DRINKS#PRICES,DRINKS#QUALITY,positive,positive,65
47,pizza,NA,amazing,NA,FOOD#QUALITY,NA,positive,NA,65
47,pizza,NA,thin crust,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,65
47,NA,NULL,NA,pleasant,NA,AMBIENCE#GENERAL,NA,positive,65
48,duck,duck,muscle,big muscle,FOOD#QUALITY,FOOD#QUALITY,negative,negative,94
48,lobster,NA,small,NA,FOOD#STYLE_OPTIONS,NA,negative,NA,94
48,NULL,NULL,prices are extremely high,high,RESTAURANT#PRICES,AMBIENCE#GENERAL,negative,negative,94
48,NA,loin,NA,small,NA,FOOD#QUALITY,NA,negative,94
48,NA,NULL,NA,high,NA,AMBIENCE#GENERAL,NA,negative,94
49,NULL,NA,over-priced,NA,PRICES#GENERAL,NA,negative,NA,45
49,NULL,NA,over cooked,NA,FOOD#QUALITY,NA,negative,NA,45
49,NULL,NA,slow service,NA,SERVICE#GENERAL,NA,negative,NA,45
49,Steakhouse,NA,best,NA,RESTAURANT#GENERAL,NA,positive,NA,45
49,Steakhouse,NA,well worth,NA,FOOD#QUALITY,NA,positive,NA,45
49,NA,steakhouse,NA,nice,NA,FOOD#QUALITY,NA,positive,45
49,NA,owner,NA,over-priced,NA,SERVICE#GENERAL,NA,positive,45
49,NA,service,NA,slow service,NA,SERVICE#GENERAL,NA,positive,45
49,NA,steakhouse,NA,best,NA,SERVICE#GENERAL,NA,positive,45
50,service,service,Great,Great,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,24
51,steaks,steaks,Delicious,Delicious,FOOD#QUALITY,FOOD#QUALITY,positive,positive,50
51,burgers,burgers,okay,ok,FOOD#QUALITY,FOOD#QUALITY,neutral,positive,50
51,oysters,NA,Fresh,NA,FOOD#QUALITY,NA,positive,NA,50
51,pricing,NA,hefty,NA,FOOD#PRICES,NA,negative,NA,50
51,staffs,staffs,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,50
51,place,place,weird,smells weird,AMBIENCE#GENERAL,AMBIENCE#GENERAL,negative,negative,50
51,place,NA,smells weird,NA,AMBIENCE#GENERAL,NA,negative,NA,50
51,seasoned wooden planks,NA,weird,NA,AMBIENCE#GENERAL,NA,negative,NA,50
51,NULL,NA,refurbish,NA,RESTAURANT#MISCELLANEOUS,NA,negative,NA,50
51,NA,Oysters,NA,fresh,NA,FOOD#QUALITY,NA,positive,50
51,NA,Price,NA,hefty,NA,FOOD#QUALITY,NA,negative,50
51,NA,smells,NA,seasoned wooden planks,NA,AMBIENCE#GENERAL,NA,negative,50
52,taste,taste,not great,not great,FOOD#QUALITY,FOOD#QUALITY,negative,negative,21
53,service,service,Wonderful,Wonderful,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,42
53,NULL,NULL,warm,warm,AMBIENCE#GENERAL,SERVICE#GENERAL,positive,positive,42
53,NA,staff,NA,Wonderful,NA,SERVICE#GENERAL,NA,positive,42
54,food,food,truly Spanish,truly Spanish,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,39
54,food,NA,Best Spanish,NA,FOOD#QUALITY,NA,positive,NA,39
54,NULL,NULL,great,Best Spanish,RESTAURANT#GENERAL,SERVICE#GENERAL,positive,positive,39
54,NULL,NA,Casual friendly,NA,SERVICE#GENERAL,NA,positive,NA,39
54,NULL,NA,unique,NA,RESTAURANT#GENERAL,NA,positive,NA,39
54,NA,standard,NA,great,NA,SERVICE#GENERAL,NA,positive,39
55,Steak Borderlaise,Steak Borderlaise,amazing,amazing,FOOD#QUALITY,FOOD#QUALITY,positive,positive,88
55,Steak Borderlaise,Steak Borderlaise,super tender,super tender,FOOD#QUALITY,FOOD#QUALITY,positive,positive,88
55,Steak Borderlaise,NA,juicy,NA,FOOD#QUALITY,NA,positive,NA,88
55,NULL,NA,wonderful,NA,SERVICE#GENERAL,NA,positive,NA,88
55,NULL,NA,super attentive,NA,SERVICE#GENERAL,NA,positive,NA,88
55,NA,waiters,NA,super attentive,NA,SERVICE#GENERAL,NA,positive,88
56,staffs,staffs,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,51
56,staffs,NA,looking after their customer,NA,SERVICE#GENERAL,NA,positive,NA,51
56,NULL,NULL,clean,looking after their customer,AMBIENCE#GENERAL,SERVICE#GENERAL,positive,positive,51
56,NULL,NA,fast,NA,SERVICE#GENERAL,NA,positive,NA,51
57,local rendang burger,local rendang burger,best,best,FOOD#QUALITY,FOOD#QUALITY,positive,positive,31
57,staff,staff,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,31
57,staff,NA,efficient,NA,SERVICE#GENERAL,NA,positive,NA,31
57,restaurant,restaurant,top of the line,efficient,RESTAURANT#GENERAL,SERVICE#GENERAL,positive,positive,31
58,venue,venue,small,small,AMBIENCE#GENERAL,RESTAURANT#GENERAL,negative,positive,45
58,staff,NA,well staffed,NA,SERVICE#GENERAL,NA,positive,NA,45
58,entrees,NA,amazing,NA,FOOD#QUALITY,NA,positive,NA,45
58,sucking pig,sucking pig,winners,winners,FOOD#QUALITY,FOOD#QUALITY,positive,positive,45
58,duck dishes,duck dishes,winners,winners,FOOD#QUALITY,FOOD#QUALITY,positive,positive,45
58,NULL,NA,delicious,NA,FOOD#QUALITY,NA,positive,NA,45
58,NA,food menu,NA,delicious,NA,FOOD#QUALITY,NA,positive,45
58,NA,entrées,NA,amazing,NA,FOOD#QUALITY,NA,positive,45
59,food,NA,authentic,NA,FOOD#QUALITY,NA,positive,NA,44
59,food,NA,superb,NA,FOOD#QUALITY,NA,positive,NA,44
59,food,NA,huge,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,44
59,place,NA,clean,NA,AMBIENCE#GENERAL,NA,positive,NA,44
59,place,NA,peaceful,NA,AMBIENCE#GENERAL,NA,positive,NA,44
59,staff,NA,attentive,NA,SERVICE#GENERAL,NA,positive,NA,44
59,staff,NA,friendly,NA,SERVICE#GENERAL,NA,positive,NA,44
59,NA,Chinese food,NA,authentic,NA,FOOD#QUALITY,NA,positive,44
59,NA,taste,NA,superb,NA,FOOD#QUALITY,NA,positive,44
59,NA,portion,NA,large,NA,FOOD#QUALITY,NA,positive,44
59,NA,NULL,NA,clean,NA,SERVICE#GENERAL,NA,positive,44
59,NA,NULL,NA,friendly,NA,SERVICE#GENERAL,NA,positive,44
59,NA,NULL,NA,friendly,NA,SERVICE#GENERAL,NA,positive,44
60,burgers,burgers,great,great,FOOD#QUALITY,FOOD#QUALITY,positive,positive,28
60,cocktails,cocktails,enjoyable,enjoyable,DRINKS#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,28
60,price,price,almost European,European,FOOD#PRICES,FOOD#QUALITY,negative,positive,28
60,service,service,good,good,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,28
60,service,NA,friendly,NA,SERVICE#GENERAL,NA,positive,NA,28
61,spring rolls,spring rolls,delicious,delicious,FOOD#QUALITY,FOOD#QUALITY,positive,positive,18
61,beef noodle,beef noodle,delicious,delicious,FOOD#QUALITY,FOOD#QUALITY,positive,positive,18
61,chicken soup noodle,chicken soup noodle,delicious,delicious,FOOD#QUALITY,FOOD#QUALITY,positive,positive,18
62,food,food,sumptuous,sumptuous,FOOD#QUALITY,FOOD#QUALITY,positive,positive,23
62,service,service,great,great,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,23
62,ambience,ambience,nice,nice,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,23
62,Chef,Chef,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,23
63,variety,NA,Great,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,18
63,variety,NA,western,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,18
63,variety,NA,Asian,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,18
63,service staff,service staff,attentive,attentive,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,18
63,service staff,NA,friendly,NA,SERVICE#GENERAL,NA,positive,NA,18
63,service staff,NA,Great,NA,SERVICE#GENERAL,NA,positive,NA,18
63,Jahidul,Jahidul,attentive,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,18
63,Jahidul,NA,friendly,NA,SERVICE#GENERAL,NA,positive,NA,18
63,NA,variety of Asian and western cuisine,NA,Great,NA,FOOD#QUALITY,NA,positive,18
64,food,food,excellent,excellent,FOOD#QUALITY,FOOD#QUALITY,positive,positive,77
64,small course concept,small course concept,enjoyed,excellent,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,77
64,wine list,wine list,extensive,excellent,DRINKS#STYLE_OPTIONS,AMBIENCE#GENERAL,positive,positive,77
64,wine list,NA,well priced,NA,DRINKS#PRICES,NA,positive,NA,77
64,NULL,NA,fault,NA,RESTAURANT#GENERAL,NA,positive,NA,77
64,view,NA,Excellent,NA,AMBIENCE#GENERAL,NA,positive,NA,77
64,service,service,Excellent,excellent,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,77
64,cooking,cooking,Excellent,excellent,FOOD#QUALITY,AMBIENCE#GENERAL,positive,positive,77
65,Service,Service,random,random,SERVICE#GENERAL,SERVICE#GENERAL,negative,negative,96
65,NULL,NULL,NULL,NULL,FOOD#QUALITY,SERVICE#GENERAL,negative,negative,96
65,NA,waiters,NA,stunnel,NA,SERVICE#GENERAL,NA,negative,96
65,NA,dishes,NA,stunnel,NA,FOOD#QUALITY,NA,negative,96
65,NA,drinks,NA,stunnel,NA,FOOD#QUALITY,NA,negative,96
66,place,place,Nice,Nice,RESTAURANT#GENERAL,RESTAURANT#GENERAL,positive,positive,43
66,NULL,NULL,Best time to visit is around 12pm,Nice,RESTAURANT#GENERAL,SERVICE#GENERAL,positive,negative,43
66,NULL,NA,Worst time to visit would be after 2pm as most of the food will finish,NA,RESTAURANT#GENERAL,NA,negative,NA,43
66,NULL,NA,self serving,NA,SERVICE#GENERAL,NA,neutral,NA,43
67,guacamole,guacamole,Finger licking good,Finger licking good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,96
67,staff,staff,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,96
67,staff,NA,helpful,NA,SERVICE#GENERAL,NA,positive,NA,96
67,NULL,NA,great,NA,RESTAURANT#GENERAL,NA,positive,NA,96
67,soft shell crab,NA,delicious,NA,FOOD#QUALITY,NA,positive,NA,96
67,grilled watermelon,NA,very delicious,NA,FOOD#QUALITY,NA,positive,NA,96
67,ceviche with salmon,NA,NULL,NA,FOOD#QUALITY,NA,positive,NA,96
67,beef croquettes,NA,NULL,NA,FOOD#QUALITY,NA,positive,NA,96
67,guacamole with olives,NA,awesome,NA,FOOD#QUALITY,NA,positive,NA,96
67,view,view,Awesome,high,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,96
67,NULL,NA,good,NA,FOOD#QUALITY,NA,positive,NA,96
67,NULL,NA,good,NA,FOOD#QUALITY,NA,positive,NA,96
67,NULL,NA,good,NA,FOOD#QUALITY,NA,positive,NA,96
67,NULL,NA,good,NA,FOOD#QUALITY,NA,positive,NA,96
67,NULL,NA,good,NA,FOOD#QUALITY,NA,positive,NA,96
67,NA,price,NA,helpful,NA,AMBIENCE#GENERAL,NA,positive,96
68,food,food,cold,Clean,FOOD#QUALITY,FOOD#QUALITY,negative,negative,52
68,food,NA,no sauce,NA,FOOD#QUALITY,NA,negative,NA,52
68,food,NA,not tasty,NA,FOOD#QUALITY,NA,negative,NA,52
68,noodles with shrimps,NA,1 shrimp,NA,FOOD#STYLE_OPTIONS,NA,negative,NA,52
68,staff,staff,unfriendly,unfriendly,SERVICE#GENERAL,SERVICE#GENERAL,negative,negative,52
68,NA,soup,NA,not tasty,NA,FOOD#QUALITY,NA,negative,52
68,NA,NULL,NA,NULL,NA,AMBIENCE#GENERAL,NA,negative,52
69,menu,menu,varied,excellent,FOOD#STYLE_OPTIONS,RESTAURANT#GENERAL,positive,positive,70
69,dishes,dishes,beautifully executed,beautiful executed,FOOD#QUALITY,FOOD#QUALITY,positive,positive,70
69,dishes,NA,cooked to perfection,NA,FOOD#QUALITY,NA,positive,NA,70
69,ingredients,NA,freshest,NA,FOOD#QUALITY,NA,positive,NA,70
69,service,service,warm,warm,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,70
69,service,NA,efficient,NA,SERVICE#GENERAL,NA,positive,NA,70
69,service,NA,unobtrusive,NA,SERVICE#GENERAL,NA,positive,NA,70
69,NULL,NULL,lovely,efficient,RESTAURANT#GENERAL,SERVICE#GENERAL,positive,positive,70
69,NULL,NA,great value,NA,PRICES#GENERAL,NA,positive,NA,70
69,NA,cooks,NA,perfect,NA,SERVICE#GENERAL,NA,positive,70
70,food,food,wise range,best,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,39
70,food,NA,best,NA,FOOD#QUALITY,NA,positive,NA,39
70,food,NA,best,NA,FOOD#PRICES,NA,positive,NA,39
70,NA,thalis,NA,wise range,NA,FOOD#QUALITY,NA,positive,39
70,NA,beverages,NA,wise range,NA,FOOD#QUALITY,NA,positive,39
70,NA,breakfast,NA,wise range,NA,AMBIENCE#GENERAL,NA,positive,39
70,NA,dinner,NA,best,NA,AMBIENCE#GENERAL,NA,positive,39
71,tacos,tacos,Great,Great,FOOD#QUALITY,FOOD#QUALITY,positive,positive,30
71,chilli,chilli,lovely,delicious,FOOD#QUALITY,FOOD#QUALITY,positive,positive,30
71,NULL,NULL,delicious,good value,FOOD#QUALITY,FOOD#QUALITY,positive,positive,30
71,NULL,NA,really good value,NA,FOOD#PRICES,NA,positive,NA,30
71,meat,meat,NULL,good value,FOOD#QUALITY,FOOD#QUALITY,positive,positive,30
72,food,food,bland,tasting good,FOOD#QUALITY,FOOD#QUALITY,negative,negative,82
72,food,food,not up to standard,tasting good,FOOD#QUALITY,FOOD#QUALITY,negative,negative,82
72,service,service,mixed up orders,ok,SERVICE#GENERAL,SERVICE#GENERAL,negative,negative,82
72,service,service,ok,ok,SERVICE#GENERAL,SERVICE#GENERAL,neutral,negative,82
72,juices,juices,nice,ok,DRINKS#QUALITY,SERVICE#GENERAL,positive,negative,82
72,prices,prices,cheap,not up to standard,FOOD#PRICES,FOOD#QUALITY,positive,negative,82
72,NA,food,NA,not up to standard,NA,FOOD#QUALITY,NA,negative,82
73,Menglembu wanton mee,Menglembu wanton mee,absurdly satisfying,ambiently satisfying,FOOD#QUALITY,FOOD#QUALITY,positive,positive,143
73,noodles,noodles,springy,springy,FOOD#QUALITY,FOOD#QUALITY,positive,positive,143
73,charsiews,charsiews,star,star,FOOD#QUALITY,FOOD#QUALITY,positive,positive,143
73,Chee cheong fun pork curry,Chee cheong fun pork curry,moved to speechlessness,good place to try these rice noodle roll,FOOD#QUALITY,FOOD#QUALITY,positive,positive,143
73,food,food,deliciously affordable,deliciously affordable,FOOD#PRICES,FOOD#QUALITY,positive,positive,143
73,NA,NULL,NA,deliciously affordable,NA,AMBIENCE#GENERAL,NA,positive,143
74,dumplings,dumplings,great,great,FOOD#QUALITY,FOOD#QUALITY,positive,positive,45
74,dishes,dishes,tasty,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,45
74,NULL,NA,excellent,NA,RESTAURANT#GENERAL,NA,positive,NA,45
74,beers,beers,NULL,good,DRINKS#QUALITY,AMBIENCE#GENERAL,positive,positive,45
75,sunshine noodle,sunshine noodle,favorite,favorite,FOOD#QUALITY,FOOD#QUALITY,positive,positive,34
75,fried rice,fried rice,NULL,favorite,FOOD#QUALITY,FOOD#QUALITY,positive,positive,34
75,seaweed soup,seaweed soup,enjoyed,enjoyed,FOOD#QUALITY,FOOD#QUALITY,positive,positive,34
76,eggs Benedict,eggs Benedict,good,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,30
76,salmon,salmon,slightly fishy,fishy,FOOD#QUALITY,FOOD#QUALITY,negative,negative,30
76,holandaise sauces,holandaise sauces,drowned,drwoned,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,30
76,portions,portions,Good,good,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,30
76,American coffee,American coffee,great,great,DRINKS#QUALITY,AMBIENCE#GENERAL,positive,positive,30
77,Food,Food,good,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,26
77,Food,NA,too oily,NA,FOOD#QUALITY,NA,negative,NA,26
77,place,place,air-conditioned,oily,AMBIENCE#GENERAL,FOOD#QUALITY,positive,negative,26
77,place,NA,nice,NA,AMBIENCE#GENERAL,NA,positive,NA,26
77,place,NA,comfortable,NA,AMBIENCE#GENERAL,NA,positive,NA,26
77,NA,air-conditioned,NA,air-conditioned,NA,RESTAURANT#GENERAL,NA,positive,26
77,NA,NULL,NA,nice comfortable atmosphere,NA,RESTAURANT#GENERAL,NA,positive,26
78,char keow tiew,char keow tiew,better,must try,FOOD#QUALITY,FOOD#QUALITY,positive,positive,34
78,char keow tiew,NA,must try,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,34
78,NULL,NA,Awesome,NA,FOOD#QUALITY,NA,positive,NA,34
78,NA,food,NA,Awesome,NA,FOOD#QUALITY,NA,positive,34
78,NA,taste,NA,best,NA,AMBIENCE#GENERAL,NA,positive,34
79,food,food,tasty,Very tasty,FOOD#QUALITY,FOOD#QUALITY,positive,positive,47
79,food,NA,tasty,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,47
79,food,NA,tasty,NA,FOOD#PRICES,NA,positive,NA,47
79,NULL,NULL,difficult to choose,great,RESTAURANT#GENERAL,AMBIENCE#GENERAL,positive,positive,47
79,places,NA,real buzz,NA,AMBIENCE#GENERAL,NA,positive,NA,47
79,courses,courses,different,unbelievable,FOOD#STYLE_OPTIONS,AMBIENCE#GENERAL,positive,positive,47
79,courses,NA,different,NA,FOOD#QUALITY,NA,positive,NA,47
79,courses,NA,different,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,47
79,courses,NA,different,NA,FOOD#PRICES,NA,positive,NA,47
79,sharing,sharing,great,unbelievable,FOOD#STYLE_OPTIONS,AMBIENCE#GENERAL,positive,positive,47
79,sharing,NA,great,NA,FOOD#QUALITY,NA,positive,NA,47
79,sharing,NA,great,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,47
79,sharing,NA,great,NA,FOOD#PRICES,NA,positive,NA,47
79,NA,prices,NA,unbelievable,NA,AMBIENCE#GENERAL,NA,positive,47
80,dim sum,dim sum,good,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,92
81,ambience,ambience,Good,excellent,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,90
81,food,food,excellent,excellent,FOOD#QUALITY,FOOD#QUALITY,positive,positive,90
81,owner,owner,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,90
81,owner,NA,attentive,NA,SERVICE#GENERAL,NA,positive,NA,90
81,Gamberi & Pesto,NA,favourite,NA,FOOD#QUALITY,NA,positive,NA,90
81,NULL,NULL,amazing,amazing,FOOD#QUALITY,SERVICE#GENERAL,positive,positive,90
81,Dover sole fish cooked in white wine sauce,Dover sole fish cooked in white wine sauce,amazing,attentive,FOOD#QUALITY,SERVICE#GENERAL,positive,positive,90
81,NA,Mr Maury,NA,attentive,NA,SERVICE#GENERAL,NA,positive,90
81,NA,team members,NA,friendly,NA,SERVICE#GENERAL,NA,positive,90
82,dried noodle,dried noodle,originals seasoning,originals seasoning,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,48
82,dried noodle,NA,Taste great,NA,FOOD#QUALITY,NA,positive,NA,48
82,NULL,NULL,cheap,cheap,FOOD#PRICES,AMBIENCE#GENERAL,positive,positive,48
83,food,food,super tasty,super tasty,FOOD#QUALITY,FOOD#QUALITY,positive,positive,68
83,hospitality,hospitality,amazing,amazing,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,68
83,care,NA,extra doze of care,NA,SERVICE#GENERAL,NA,positive,NA,68
83,NULL,NULL,happy,NULL,RESTAURANT#GENERAL,SERVICE#GENERAL,positive,positive,68
83,NULL,NA,will go here again and again,NA,RESTAURANT#GENERAL,NA,positive,NA,68
83,options,NA,so many,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,68
83,NULL,NA,Value for money,NA,PRICES#GENERAL,NA,positive,NA,68
83,NA,extra doze of care,NA,extra doze of care,NA,SERVICE#GENERAL,NA,positive,68
84,dishes,NA,different,NA,FOOD#QUALITY,NA,negative,NA,129
84,dishes,NA,out of presentation,NA,FOOD#STYLE_OPTIONS,NA,negative,NA,129
84,dishes,NA,different,NA,FOOD#QUALITY,NA,negative,NA,129
84,service,service,Bad,bad,SERVICE#GENERAL,SERVICE#GENERAL,negative,negative,129
84,managers,managers,impolite,implolite,SERVICE#GENERAL,SERVICE#GENERAL,negative,negative,129
84,NULL,NULL,messy to serve on table like a normal restaurant,different,FOOD#STYLE_OPTIONS,AMBIENCE#GENERAL,negative,negative,129
84,NULL,NA,disappointed,NA,RESTAURANT#GENERAL,NA,negative,NA,129
84,NULL,NA,not worth,NA,RESTAURANT#GENERAL,NA,negative,NA,129
84,NULL,NA,no one contact me as informed more than 1 month,NA,SERVICE#GENERAL,NA,negative,NA,129
84,NA,dishes served,NA,different,NA,FOOD#QUALITY,NA,negative,129
85,star anise,star anise,loved,little highlight,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,50
85,scone,scone,buttery texture gave it another level of deliciousness,loved,FOOD#QUALITY,FOOD#QUALITY,positive,positive,50
85,Danish croissants,Danish croissants,NULL,delicious,FOOD#QUALITY,FOOD#QUALITY,positive,positive,50
86,decor,decor,modern,modern,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,83
86,lighting,lighting,good,good,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,83
86,staff,staff,pleasant,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,83
86,staff,NA,efficient,NA,SERVICE#GENERAL,NA,positive,NA,83
86,menu,NA,extensive,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,83
86,menu,NA,varied,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,83
86,range of soft drinks,NA,excellent,NA,DRINKS#QUALITY,NA,positive,NA,83
86,dancing fiish,NA,delicious,NA,FOOD#QUALITY,NA,positive,NA,83
86,fern,NA,favourite,NA,FOOD#QUALITY,NA,positive,NA,83
86,atmosphere,atmosphere,warm,warm,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,83
86,atmosphere,atmosphere,welcoming,welcoming,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,83
86,NULL,NULL,recommend,efficient,RESTAURANT#GENERAL,AMBIENCE#GENERAL,positive,positive,83
86,NA,NULL,NA,favourite,NA,AMBIENCE#GENERAL,NA,positive,83
86,NA,NULL,NA,favourite,NA,AMBIENCE#GENERAL,NA,positive,83
87,ambiance,ambiance,decent,decent,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,108
87,ramen,ramen,not the best,nice,FOOD#QUALITY,FOOD#QUALITY,negative,positive,108
87,noodles,noodles,cooked just nice,cooked just nice,FOOD#QUALITY,FOOD#QUALITY,positive,positive,108
87,broth,broth,tasting a little underwhelmed,tasting a little underwhelmed,FOOD#QUALITY,FOOD#QUALITY,negative,negative,108
87,NA,soup,NA,not the best,NA,FOOD#QUALITY,NA,negative,108
87,NA,soup,NA,not the best,NA,FOOD#QUALITY,NA,negative,108
87,NA,soup,NA,not the best,NA,FOOD#QUALITY,NA,negative,108
87,NA,soup,NA,not the best,NA,FOOD#QUALITY,NA,negative,108
88,Sukiyaki,Sukiyaki,delicious,delicious,FOOD#QUALITY,FOOD#QUALITY,positive,positive,29
88,teppayanki,teppayanki,super love,love,FOOD#QUALITY,FOOD#QUALITY,positive,positive,29
88,Mina,Mina,helpful,helpful,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,29
88,staff,staff,corteous,corteous,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,29
88,food,food,nice,nice,FOOD#QUALITY,FOOD#QUALITY,positive,positive,29
88,food,NA,superb,NA,FOOD#QUALITY,NA,positive,NA,29
88,NA,quality of the food,NA,superb,NA,FOOD#QUALITY,NA,positive,29
89,food,food,decent,decent,FOOD#QUALITY,FOOD#QUALITY,neutral,positive,81
89,ambience,ambience,comfortable,comfortable,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,81
89,food,food,expensive,expensive,FOOD#PRICES,FOOD#QUALITY,negative,positive,81
